Tweet,Sentiment
ఈ చిత్రం ఒక చెడ్డ ప్లాట్లు మరియు చాలా చాలా చెడ్డ ఆలోచనకు గట్టి ఉదాహరణమార్గం,0.0
థామర్సన్ మరియు జేమ్స్ వంటి మంచి నటులు జీవించడం సిగ్గుచేటుఇలాంటి గందరగోళం,0.0
ఇది చెడ్డదని నేను అనుకున్నాను,0.0
రెండు చిత్రాలు భయంకరమైనవి కానీ వెర్షన్ యొక్క క్రెడిట్‌కి అదిచూడదగిన,0.0
అన్ని సమస్యలతో ప్రారంభిద్దాంనటన ముఖ్యంగా ప్రధాన పాత్ర నుండిప్రొఫెసర్ చాలా చాలా చెడ్డవాడు,0.0
స్క్రిప్ట్ పెద్ద లోపభూయిష్ట గందరగోళం,0.0
అది స్థాపించబడినప్పుడు రచన ఎంత మూగగా ఉంటుందో దానికి ఉత్తమ ఉదాహరణమీరు నెక్లెస్‌ని తీసివేయడం ద్వారా జోంబీవిద్యార్థులను మళ్లీ మనుషులుగా మార్చవచ్చుఉల్క యొక్క భాగాన్ని కలిగి ఉంటుంది,0.0
దర్శకుడు పాల్ మాథ్యూస్ బలహీనమైన రాక్షసుడిని కూడా రచించారుదర్శకత్వం వహించారుచిత్రం గ్రిమ్ స్పష్టంగా తన చిత్రాలను ఎలా పేస్ చేయాలో తెలియదు,0.0
సినిమా చాలా చోట్ల బోరింగ్‌గా ఉంది,0.0
లైటింగ్ భయంకరంగా ఉంది,0.0
చిత్రం చౌకగా మరియు చవకైనదిగా కనిపిస్తుంది,0.0
గుర్తించదగిన గోర్ లేకపోవడం అత్యంత నిరాశపరిచే అంశాలలో ఒకటి,0.0
ఈ సమావేశం గతంలో ఎప్పుడూ బాగా పని చేయలేదు మరియు ఖచ్చితంగా పని చేయదుఇక్కడ,0.0
విజువల్ ఎఫెక్ట్స్ అద్భుతంగా ఉన్నాయి,0.0
స్పేస్‌లో ఓపెనింగ్ సీక్వెన్స్ సృష్టించబడి ఉండవచ్చుదేవుని కొరకు స్లైడ్‌షోలో,0.0
చివర్లో గ్యాస్ ట్యాంక్‌ల పేలుడు కూడా అంతే భయంకరంగా ఉంది,0.0
సినిమా మొత్తంలో చెప్పాలంటే బ్రీడర్స్ ఒక భయంకరమైన తక్కువ ఖర్చుతో రూపొందించబడిన భయానక చిత్రంఎబోలా వైరస్ లాగా నివారించబడాలి,0.0
సిఫార్సు చేయబడలేదు,0.0
అతను తెరపై చూడటానికి దాదాపు భరించలేడు అతనికి తక్కువ ఆకర్షణ లేదుమరియు భయంకరమైన హాస్య సమయము,0.0
ఇది భయంకరమైన ప్రధాన పాత్రను పక్కన పెడితే ఈ చిత్రానికి అనేక ఇతర డెబిట్‌లు ఉన్నాయి,0.0
ఇది చవకైన పాప్‌కార్న్ కామెడీ అని నేను అర్థం చేసుకున్నాను కానీ అది మన తెలివితేటలను పూర్తిగా అవమానించవలసి ఉంటుందని కాదు మరియు ఇది ప్రమాదకరమైనదిగా సరిహద్దులుగా ఉండేలా చాలా నమ్మశక్యంకాని విధంగా రాయడం జరిగింది,0.0
లూయిస్ బ్లాక్ యొక్క గణనీయమైన ప్రతిభ అతని వద్ద ఉన్నందున ఇక్కడ కూడా వృధా చేయబడిందిఅతను అపరిమితంగా ఉన్నప్పుడు చాలా మంటగా ఉంటాడు ఇది ఖచ్చితంగా రేటింగ్అనుమతించదు,0.0
ఇప్పుడు ఖర్చుపెట్టిన మొదటి సినిమా ఒరిజినాలిటీ మరియు ఫ్రెష్‌నెస్‌తో ఇదిరీమేక్‌కి ఇంకేం ఆఫర్ లేదు,0.0
బడ్జెట్ స్పష్టంగా చాలా పరిమితంగా ఉంది,0.0
ఇది తారాగణంలో మాత్రమే కాకుండా దిగువసమానంలో కూడా ప్రతిబింబిస్తుందిస్క్రిప్ట్ ఇది మునుపటి క్లాసిక్ నుండి చాలా అరువు తెచ్చుకుంది,0.0
అయితే ఇక్కడ సరైన నటన యాక్షన్ లేదా లొకేషన్ వర్క్ లేదువిషయాలను సమతుల్యం చేయండి,0.0
చిత్రీకరణ అంతగా విస్తరించలేదు,0.0
ఇది గొప్ప భాగమైన ప్రకృతి దృశ్యాల విస్తృత స్వీప్‌ను తెలియజేయడంలో విఫలమైందిఅసలు యొక్క,0.0
సాధారణంగా; అది కేవలం ఊహ లోపించింది,0.0
సిఫార్సు చేయబడలేదు,0.0
ఇంతకంటే దారుణంగా సినిమా రావడం సాధ్యమేనా,0.0
మిమ్మల్ని మొదటి స్థానంలో ఉంచడానికి ఇక్కడ ప్లాట్లు ఏవీ లేవు,0.0
స్త్రీలు చివరకు కనిపించినప్పుడు కూడా మెరుగుదల యొక్క సంకేతం లేదు; దిచాలా ఊహించినవి జరుగుతాయి మరియు సినిమా పూర్తయ్యే సమయానికి మీరు ఉండవచ్చుచాలా నిద్రలో ఉంటుంది,0.0
జాగ్రత్త: ఇది ట్రాష్ కల్ట్ మూవీ కాదు ఇది ట్రాష్పీరియడ్,0.0
దీనికి సీక్వెల్ కూడా ఉందని నేను నమ్మలేకపోతున్నాను,0.0
నేను దీనికి ఇంత చెడ్డ సమీక్ష ఎందుకు ఇస్తున్నాను,0.0
ఈ కథలోని ప్రతి మూలకం చాలా ఎక్కువగా ఉంది మితిమీరిన మోసపూరితమైనది మరియుకూర్చోవడం బాధాకరం అని కుట్ర చేసింది,0.0
ఆమె పంక్తులు ఒక పదిహేను సంవత్సరాల వయస్సులో వ్రాసినట్లు అనిపిస్తుందిఓ పదిహేనేళ్ల వయసులో ఎలా ఉంటుందో అనిపించడం చాలా కష్టంనిజంగా అయ్యో మీకు తెలుసా బాగా మాట్లాడండి,0.0
ఈ పేలవంగా చేసిన దానికి ఎటువంటి సాకు లేదు,0.0
ఈ సినిమా చూసి ఇదో స్టుపిడ్ సినిమా అనుకున్నాను,0.0
ఇంకా మూర్ఖత్వం ఏమిటంటే అక్కడ ఒక ఆలోచనను ఎవరు కలిగి ఉన్నారులాస్ ఏంజిల్స్‌లో అగ్నిపర్వతం ఉండాలి,0.0
మీతో నిజాయితీగా ఉండటానికి ఇది నమ్మశక్యం కాని అర్ధంలేనిది మరియు చాలా మూర్ఖత్వం,0.0
ముగింపులో లాస్‌లోని అగ్నిపర్వతం కారణంగా నేను ఈ సినిమాతో బాధపడనుఏంజెల్స్ నాన్సెన్స్ తప్ప మరొకటి కాదు,0.0
స్టోరీ లైన్ చాలా భయంకరంగా ఉంది,0.0
ఇది కేవలం బాధాకరమైనది,0.0
మరియు స్వరాలు పూర్తిగా అసహ్యంగా ఉన్నాయి,0.0
నన్ను వాంతి చేసుకునేంత కపటత్వం కూడా ఈ సినిమాలో ఉంది,0.0
పరిశోధన చేయని ఈ చెత్త సినిమాని చూస్తూ మీ సమయాన్ని వృధా చేసుకోకండి,0.0
దీన్ని చూడటం మానేయండి,0.0
నా రేటింగ్: లో,0.0
వివరించలేని వాటితో పక్కన పెట్టబడినందున ప్రాథమిక ఆవరణ వృధా అవుతుందిడాక్యుమెంటరీ సిబ్బందిపై దృష్టి పెట్టండి,0.0
ఏది ఏమైనప్పటికీ సినిమా చాలా స్థాయిలలో విఫలమైంది అన్ని ఖర్చులు వద్ద మానుకోండి,0.0
జిమ్ ఓకానర్ చాలా ఎనర్జిటిక్ అని మరియు ఎవరూ అలా ఉండరని నాకు తెలుసుఅతనిలాగా కానీ జార్జ్ బాగా నిస్తేజంగా ఉన్నాడు,0.0
అతను నిజంగా హోస్ట్ చేయాలనుకుంటున్నట్లు కనిపించలేదు; అతని వాయిస్ ఓవర్లు ఉన్నాయిమార్పులేని అతిథులతో పాలుపంచుకోలేదు,0.0
ఈ చిత్రం చాలా భయంకరంగా ఉంది అది కూడా కాలేదుసృష్టించారు,0.0
సినిమాలో నిజమైన భయాలు లేదా టెన్షన్ కొన్ని వైద్యపరమైన అంశాలు లేవుఅంతటా ఉపయోగించిన పదజాలం కనీసం చెప్పాలంటే కొంచెం ఇష్టంగా ఉంది నేను చెప్పానునేను ఇన్సులిన్ డిపెండెంట్ డయాబెటిక్ గా,0.0
నటన గురించి ఎంత తక్కువ చెప్పుకుంటే అంత మంచిది,0.0
ఆ సమయంలో () పేలవమైన ఉత్పత్తి విలువలను కూడా అనుమతించడం మరియు దిఫార్మాట్ (ఒక రకమైన చిన్నసిరీస్) ఇది బాఆఆద్,0.0
మీరు ఆస్టెన్ యొక్క ప్రస్తుతం ఉన్న అన్ని చిత్రాలను దృశ్యమానంగా సేకరించడానికి సిద్ధంగా ఉన్నట్లయితే తప్పపని మీరు దీన్ని దాటవేయవచ్చు,0.0
ఇది మంచిది కాదు,0.0
సంగీతం గురించి చెప్పాలంటే ఇది భరించలేనంతగా ఊహించదగినది మరియు కిచీగా ఉంది,0.0
అప్పుడు చిత్రం కేవలం బంతి పడిపోయింది,0.0
ఈ సినిమా ఎవరికైనా స్ఫూర్తిగా నిలుస్తుందో లేదో చూడలేకపోతున్నానుభయం మరియు తిరస్కరణను అధిగమించండి,0.0
ఇది చాలా చెడ్డది ఆ కారణంగా చూడటం విలువైనది,0.0
సరే ఎంత చెడ్డదో ఆలోచిస్తూ ఉంటే చాలు,0.0
ఇది మధ్యస్థమైన దయనీయమైన బోలుగా నవ్వించదగిన మరియు ఊహించదగిన భాగంచెత్త,0.0
ఇది చాలా చెడ్డది నవ్వు అన్న సందర్భం,0.0
) కంప్యూటర్ నిపుణురాలు ఏంజెలా బెన్నెట్ పాత్రలో చాలా చెడ్డ ప్రదర్శన ఉందిఅన్ని సమయాలలో ఇంటికి,0.0
ఇది ఏమీ లేని చిత్రం హాస్యాస్పదమైన చర్యను చూపించడానికి ఒక సాకుదృశ్యాలు,0.0
ఆమె ఎంత దారుణం,0.0
కానీ ఆమె ఇప్పటికీ చెడ్డ నటి ప్రతిదానిలో ఆమె రోబోటిక్ ముఖం కదలికలను పునరావృతం చేస్తుందిఆమె చిత్రాలలో,0.0
ఫలితాలు బాగా అవమానకరమైనవి మీ మనస్సు నుండి ఈ చిత్రాన్ని తొలగించండి,0.0
ఆల్ టైమ్ చెత్త షోలలో ఒకటి,0.0
ఒకదానికొకటి స్మార్ట్ గాడిద వ్యాఖ్యలతో ప్రదర్శన ప్రారంభమవుతుందిపూర్తిగా గోడకు దూరంగా ఉండండి మరియు పిలవబడదు,0.0
లావుగా ఉన్న కంప్యూటర్ గీక్ నమ్మశక్యం కానిది బైబిల్ థంపర్ చెడ్డ గాడిదఅమ్మాయి ఈ నటులు ఎవరు,0.0
పూర్తిగా నమ్మశక్యం కాని కోల్ తప్ప వారిలో ఎవరి గురించి వినలేదుభాగం,0.0
అతను నోరు తెరిచిన ప్రతిసారీ మీరు పిల్లలను చూస్తారు అని మీరు వినాలని ఆశిస్తారు,0.0
ఈ భయంకరమైన ప్రదర్శన కోసం ప్లగ్‌ని లాగడం దయతో చంపడం,0.0
కథలు నటీనటుల వలె నమ్మశక్యం కానివి,0.0
దానిని వివరించడానికి కుంటి ఉత్తమ మార్గం,0.0
నేను కూడా గేమ్‌లకు పెద్ద అభిమానిని కానీ ఈ చిత్రం ఇది ఎవరికైనా అవమానకరం గౌరవం ఉంది,0.0
లైన్స్ కట్స్ ఆడియో అన్నీ తప్పు,0.0
మీరు యూట్యూబ్‌లో మంచి సినిమాలను కనుగొనవచ్చు,0.0
టాప్ లైన్: దీని కోసం మీ సమయాన్ని మరియు డబ్బును వృధా చేయకండి ఇది అంత చెడ్డదివస్తుంది,0.0
నిద్రపోవలసిన లాస్సీ సినిమా ఎప్పటికీ ఒక చిత్రం యొక్క ఈ బాధాకరమైన నిరుత్సాహకరమైన సమయాన్ని వృధా చేయడాన్ని నేను ఎలా వివరిస్తాను,0.0
ప్రతి అంశంలో చాలా సాధారణమైనది అది కేవలం నిస్తేజంగా రసహీనంగా మారుతుందిగజిబిజి నేను చూసిన సినిమాల్లో ఇది చాలా మర్చిపోలేని సినిమా,0.0
ఇది చాలా చెడ్డదిమంచిది లేదా అంత చెడ్డదిఇదిగా కూడా సాధించినది కాదుమెమరబుల్ సినిమా,0.0
ఇది సినిమా యొక్క ఖాళీ ఖాళీ షెల్,0.0
తీవ్రంగా మీ లేదా మీ పిల్లల సమయాన్ని వృధా చేయడం విలువైనది కాదు,0.0
మానుకోండి తప్పించుకోండి తప్పించుకోండి,0.0
ఇది మిమ్మల్ని పిచ్చిగా అరుస్తుంది,0.0
అక్కడ కొత్తేమీ లేదు,0.0
అది రెండో సినిమాలో చేసింది,0.0
సినిమాలో దాదాపు యాక్షన్ సన్నివేశాలు లేవు మరియు కామెడీ చాలా తక్కువ,0.0
ప్లాట్‌లో ఒక జత ఫిష్‌నెట్ మేజోళ్ల కంటే ఎక్కువ రంధ్రాలు ఉన్నాయిదర్శకత్వం మరియు ఎడిటింగ్ అద్భుతంగా ఉంది,0.0
ఈ చిత్రంలో ఐరన్‌లు ఏమి చేస్తున్నారు,0.0
చివర్లో ఫుట్‌బాల్ సన్నివేశాలు కలవరపరిచాయి,0.0
ఈ దృశ్యం చాలా బలంగా మరియు అసహ్యంగా ఉంది,0.0
మరియు అది బోరింగ్,0.0
నేను బద్ధకంగా వ్రాసే క్లిచ్‌లతో విసిగిపోయాను మరియు అవి ఇక్కడకు వచ్చాయిమందపాటి మరియు వేగవంతమైన,0.0
ఈ సినిమా ఎందుకు తీశారు,0.0
ఈ చిత్రానికి అల్ట్రా చీప్ లుక్ ఉంది,0.0
ఫలితం సరిగ్గా కనిపించని సినిమా వాటిలో ఏవీ ఆకర్షణీయంగా లేదా ఉత్తేజకరమైనవి కావు,0.0
ప్లాట్లు అర్ధంలేనివి అది స్వల్పంగానైనా ఆసక్తిని కలిగి ఉండదుదానికి ఏదైనా ప్రత్యేకత,0.0
విదేశీయుడు మీ సమయానికి ఒక్క సెకను విలువైనది కాదు,0.0
ఈ చెత్త ముక్క ఎలా విడుదల చేయబడిందో నాకు మించినది: నటన దికథ పాత్రలు స్పెషల్ ఎఫెక్ట్‌లుగా చెప్పబడేవి మొదలైనవిఇదంతాతప్పు,0.0
వాస్తవానికి ఈ దుర్వాసన నేరుగా వీడియో విడుదల వలె ఉంటుంది,0.0
అన్ని ఖర్చులతో మానుకోండి,0.0
స్టార్ ట్రెక్ చివరి ఫ్రాంటియర్ సిరీస్‌లో చెత్తగా ఉంది,0.0
పాల్గొన్న అందరి నుండి నటన మరియు షాట్నర్ వంటి వారు కూడా ఉన్నారునిమోయ్ చెడ్డవాడు మరియు కొట్టుకుపోయాడు మరియు వారు లోపలికి చూసినంత వృద్ధాప్యంగా కనిపించారునిజ జీవితంలో స్పెషల్ ఎఫెక్ట్స్ స్పోక్ రక్షించాల్సి వచ్చినప్పుడు లాగా పనికిరాకుండా ఉంటాయిఅతను పర్వతం నుండి పడిపోయినప్పుడు జెట్ ప్యాక్‌పై కిర్క్,0.0
హాస్యం కోసం చేసిన ప్రయత్నాలు దయనీయంగా ఉన్నాయి మరియు కథ చాలా భయంకరంగా ఉంది అది భరించలేదుప్రాథమికంగా వల్కాన్ ఎంటర్‌ప్రైజ్‌ను దొంగిలించడం గురించి ఆలోచించడందేవుడిని కనుగొనడానికి (తీవ్రంగా) నేను ఈ సినిమా గురించి ఏదీ పట్టించుకోలేదు మరియు ఓహ్మగ గార్డుల దృష్టి మరల్చడానికి ఉహురా బెల్లీ డ్యాన్స్ చేస్తుందని ప్రత్యేకంగా చెప్పనక్కర్లేదు,0.0
ఈ సినిమాకి మంచి ప్రదేశం చెత్తలో మాత్రమే,0.0
సిరీస్‌లో చెత్త ఒకటి,0.0
చాలా నిరాశ చెందారు మరియు ఆస్కార్ షార్ట్‌లిస్ట్‌లో ఇది ఎలా ఉంటుందో అని ఆశ్చర్యపోయారు,0.0
ఇది చాలా నెమ్మదిగా ఉంది,0.0
ప్లాట్‌లో చాలా రంధ్రాలు ఉన్నాయి: అతను ఎలా అయ్యాడు అనే దాని గురించి ఏమీ లేదుచక్రవర్తి; అతను తన బాల్యం మరియు మధ్య సంవత్సరాలు గడిపిన దాని గురించి ఏమీ లేదుపరిపక్వ వయస్సు,0.0
) మీ సమయాన్ని వృధా చేసుకోకండి,0.0
ఎండ్ ఆఫ్ డేస్ నేను చూసిన అత్యంత చెత్త భారీ బడ్జెట్ యాక్షన్ సినిమాల్లో ఒకటి,0.0
ఒక పొందికైన యాక్షన్ సినిమాని ఎలా తీయాలో అతనికి ఖచ్చితంగా తెలియదుఎయిర్ ఫోర్స్ వన్ యొక్క స్క్రీన్ రైటర్ స్క్రిప్ట్ రాయడానికి మాత్రమే బాధ్యత వహించాడుకేవలం పెద్ద మొత్తంలో డబ్బు కోసం,0.0
నేను చూసిన చెత్త సినిమాల్లో ఇదొకటి,0.0
అది ఎంత ఘోరంగా ఉందో నేను ఇంకా అధిగమించడానికి ప్రయత్నిస్తున్నాను,0.0
గంట నిమిషాల నిష్కపటమైన టెడియం మెలోడ్రామా మరియు భయంకరమైన నటన గందరగోళంఒక స్క్రిప్ట్ మరియు గుడ్ లార్డ్ యొక్క మునిగిపోతున్న భావన వారు ఏమి ఆలోచిస్తున్నారు,0.0
స్క్రిప్ట్‌లో చాలా రంధ్రాలు ఉన్నాయి,0.0
ఇది చెడ్డ రెండు గంటల టీవీ సినిమాలా ఉంది,0.0
ఇప్పుడు ఆ నిర్ణయాలలో ప్రతి ఒక్కటి తప్పు అని ఊహించుకోండి,0.0
డైలాగ్ దారుణంగా ఉంది,0.0
నటన అంతకు మించినది,0.0
అంతా దుర్వాసన,0.0
ఇబ్బంది ఏమిటంటే రచన మరియు దర్శకత్వం దానిని స్థాపించడం అసాధ్యంపాత్ర కథ ఇతివృత్తం వంటి సినిమాలను చూడగలిగేలా చేసే అంశాలుమరియు అందువలన న,0.0
అధ్వాన్నంగా చాలా బలహీనమైన ఉపప్లాట్ విసిరివేయబడింది లేటర్డే మాన్సోనైట్‌ల చిన్న బ్యాండ్ వారు ఒక రిపోర్టర్‌ని వెంబడిస్తున్నారుహత్యల వార్షికోత్సవం సందర్భంగా ఒక కథనాన్ని రూపొందిస్తున్నాను,0.0
ఇది మూగ మరియు అర్ధంలేనిది మరియు పూర్తి సమయం వృధా క్లుప్తంగా చెప్పాలంటే ఈ సినిమాతో బాధపడకండి,0.0
అలాగే కథ నటన బలహీనంగా ఉన్నాయి,0.0
సాయంత్రం గంటలకు నేను దానిని కొన్నాను రాత్రి గంటలకు నేను చూడటం ప్రారంభించాను ఏదైనా ఉందా అని చూడడానికి మిగిలిన ఫిల్మ్‌ని ఫాస్ట్ ఫార్వార్డ్ చేసానుమెదడు ఉన్న మానవునికి చూడదగినదిగా మిగిలిపోయింది కానీ అది లేదు,0.0
ఎలాగైనా అది పీలుస్తుంది,0.0
స్క్రిప్ట్ భయంకరంగా తెలివితక్కువది,0.0
ఎలాంటి సస్పెన్స్ లేదా బిల్డప్ లేకుండా కథ చాలా వేగంగా మొదలవుతుందిస్వల్పంగా,0.0
కెప్టెన్ హౌడీ చెప్పేదంతా నవ్వు తెప్పిస్తుంది లేదా కేవలం తెలివితక్కువది,0.0
అదెంతటి ఘోరం,0.0
అప్పుడు ప్లాట్ రంధ్రాలు ఉన్నాయి,0.0
మీరు ఈ రంధ్రాలలోకి సెమీ ట్రక్కును నడపవచ్చు,0.0
డీ స్నైడర్ కేవలం సక్స్,0.0
అతను నటించలేడు (నేను చూసిన అతి తక్కువ భయంకరమైన విలన్‌లలో ఒకడు) అతను చేయలేడువ్రాయండి (అతను నిద్రలో ఈ హేయమైన సినిమా రాశాడా,0.0
నేను మొత్తం తిట్టు విషయం అంతా విసుగు చెందాను,0.0
నటన సక్స్ సంగీతం సక్స్ స్క్రిప్ట్ సక్స్ పేసింగ్ సక్స్,0.0
ప్రత్యేక సక్ దర్శకత్వం సక్స్ ప్రాథమికంగా ఈ చిత్రం సక్స్,0.0
ఈ చిత్రం తీవ్రమైన మరియు అధునాతనమైన థ్రిల్లర్హారర్ చిత్రంగా ఉంటుందిమరియు అది ఘోరంగా విఫలమవుతుంది,0.0
ఇది బహుశా తక్కువ ప్రభావవంతమైన మరియు పూర్తిగా అసలైన చిత్రాలలో ఒకటినా జీవితంలో ఎప్పుడూ చూసాను,0.0
సెల్యులాయిడ్‌లో చిత్రీకరించబడిన సినిమా చెత్త ముక్క,0.0
ఏదైనా మరియు అన్ని ఖర్చులను నివారించండి,0.0
ఏది ఏమైనా ఈ చిత్రం దుర్వాసన వేస్తుంది ఇది ఫన్నీ కాదు మరియు ఫుల్సీ అలాగే ఉండి ఉండాలిగియాలో మరియు అతీంద్రియ జోంబీ సినిమాలతో,0.0
అన్ని ఖర్చులతో ఈ చిత్రాన్ని నివారించండి,0.0
ఐదు సీజన్‌లో ఏమి జరిగిందో ఏమి గందరగోళంగా జరిగిందో నాకు తెలియదు,0.0
సిరీస్‌ను కలిపి ఉంచే ఏకైక స్థిరమైన థ్రెడ్ అద్భుతమైనదిలెని పార్కర్ మరియు అనితా లసెల్వా ఇద్దరు టెలోన్‌లుగా నిశ్శబ్దంగా నటించారుభావజాల సంఘర్షణ,0.0
ఇప్పుడు నాకు నచ్చని సినిమా ఇది,0.0
లలో వచ్చిన అత్యంత బోరింగ్ హారర్ సినిమాల్లో ఇది ఒకటినెమ్మదిగా ప్రారంభమవుతుంది మరియు బోరింగ్ వాతావరణంలో కేంద్రీకరిస్తుంది,0.0
తోలుబొమ్మలు నిజంగా చీజీగా కనిపిస్తాయి పప్పెట్‌లో వలె మంచి మార్గంలో లేవుమాస్టర్ ల చిత్రాలు,0.0
కథ మందకొడిగా ఉంది ఆసక్తికరంగా లేదు మరియు చెడు గురించి ఎప్పుడూ వివరించదుతోలుబొమ్మల మూలాలు,0.0
మునుపటి సినిమాల్లో లాగా మరణ సన్నివేశాలు లేవు మరియు ఉన్నాయిభయంకరమైన,0.0
నేను దీన్ని మొదటిసారి చూసినప్పుడు నిద్రపోయినట్లు అనిపించింది కాబట్టి నేను దీన్ని సిఫార్సు చేయగలనునిద్రలేమి,0.0
లేకపోతే దీని కోసం మీ సమయాన్ని కూడా వృథా చేయకండి,0.0
ఇది నిజమైన ఉత్కంఠను సృష్టించడంలో విఫలమైంది,0.0
కిల్లర్ విషయానికొస్తే అసలు లేదా రిమోట్‌గా ఏమీ ఆశించవద్దుభయపెట్టే,0.0
నన్ను క్షమించండి కానీ నేను దీన్ని ఎవరికీ సిఫారసు చేయలేను,0.0
నేను ఇప్పటివరకు చూసిన అత్యంత బోరింగ్ పనికిమాలిన సినిమాల్లో ఒకటి,0.0
ద్వితీయ ప్లాట్ లైన్ అపారమయినది మరియు దానితో సంబంధంప్రాథమిక ప్లాట్ లైన్ రహస్యంగా ఉంది,0.0
అసహ్యించుకున్నారు,0.0
స్పీడ్ తర్వాత ఇది చాలా చెత్తగా ఉన్న సాండ్రా బుల్లక్ సినిమాఅది చెడ్డది,0.0
సినిమా అరల్లోకి ఈ చెత్త ఎలా వచ్చిందో అర్థం కావడం లేదుస్టోర్ ఇది నిజమైన సినిమా కూడా కాదు,0.0
ఈ చెత్తను ఎవరైనా ఇష్టపడగలరా అని నాకు చాలా అనుమానం ఇది సినిమా మేకింగ్ కాదు,0.0
కొయ్య బొమ్మలను అటూ ఇటూ కదులుతున్నట్లు చూస్తూ చదువుతున్నట్టుగా ఉంది నటనఒక పుస్తకం అది ఎంత చెడ్డది,0.0
కాబట్టి మిమ్మల్ని హెచ్చరించడానికి నేను ఇక్కడ ఉన్నానుఈ సినిమాని అద్దెకు తీసుకోకండి ఇది చాలా మూర్ఖపు విషయంమీరు ఎన్నడూ చూడలేదు,0.0
నేను జెస్సికాతో అంగీకరిస్తున్నాను ఈ చిత్రం చాలా చెడ్డది,0.0
పాత్రలు ఒక డైమెన్షనల్‌గా ఉంటాయి మంచి వ్యక్తులు మరియు ముఖ్యంగా చెడ్డవారు కూడాఅబ్బాయిలు,0.0
స్టోరీ లైన్ పూర్తిగా ఊహించదగినది,0.0
నేను ఈ సినిమా కంటే తెలివైన సోప్ ఒపెరాలను చూశాను,0.0
చెడ్డ పాత్రలు చెడ్డ కథ మరియు చెడు నటన,0.0
నిజంగా భయంకరం,0.0
చూడటం సులభం కాదు,0.0
మీరు ఏమి చేసినా గ్రూవ్ అనేది అన్నింటికీ విరుద్ధంగా ఉంటుందిమానవ ట్రాఫిక్ గురించి మంచిది,0.0
పాల్గొన్న ప్రతి ఒక్కరూ క్రోవ్ స్థాయిని పంచుకోకపోవడం చాలా చెడ్డదినాణ్యతకు అంకితం వారు అలా చేస్తే మేము చాలా మంచి చిత్రాన్ని కలిగి ఉంటాముఈ సబ్పార్ మెస్ కంటే మా చేతులు,0.0
సినిమా మొదట్లో కాస్త స్లో అనిపించింది,0.0
మీరు అలాంటి సినిమాలో నటిస్తే మీరు డ్రిఫ్ట్ అవుతారని మీరు సంతోషించాలిభూమికి వీలైనంత దూరంగా,0.0
ఇది లో వచ్చిన చిన్న తరహా స్పేస్ మూవీస్‌పై సర్ఫ్ చేయాలనుకుంటున్నారు (డీప్ఇంపాక్ట్ మరియు ఆర్మగెడాన్) మరియు ఇది ప్రతిచోటా విఫలమవుతుంది,0.0
మీరు చివరి వరకు మీ స్వంత వాంతిలో ఉక్కిరిబిక్కిరి కాకపోతే (అన్ని చౌకగానాటకం మరియు పనికిరాని సంభాషణ) మీరు చనిపోయేంత విసుగు చెంది ఉంటారుఈ సమయం వృధాతో,0.0
బదులుగా మేము వినీ చెడిపోయిన ఆకతాయి బేబీ సిట్టింగ్ గురించి బోర్ ఫెస్ట్ చేసాము,0.0
నేను సినిమా నుండి వేగంగా బయటకు వెళ్లలేదు,0.0
జెస్సీ లాంగే తన బట్టలు తీయడం చూసి నాకు విసుగు వచ్చింది,0.0
దురదృష్టవశాత్తూ ఈ సినిమా నిర్మాణ పనుల్లో ఏ పుణ్యం లేకుండా పోయిందివిచారించదగిన స్క్రిప్ట్,0.0
ఒక్క మాటలో చెప్పాలంటే ఇబ్బందిగా ఉంది,0.0
అసాధారణంగా చెడ్డది,0.0
మొత్తం మీద ఇది ఒకరి తెలివితేటలను అవమానించడం మరియు డబ్బును భారీగా వృధా చేయడం,0.0
